"","GSM580027_HEK293_B1.CEL","GSM580028_HEK293_B2.CEL","GSM580039_HCT116_B1.CEL","GSM580040_HCT116_B2.CEL","GSM993504_H9ES_B1.CEL","GSM993505_H9ES_B2.CEL","GSM993507_HEK293T_B1.CEL","GSM993508_HEK293T_B2.CEL","GSM993509_HeLa-S3_B1.CEL","GSM993510_HeLa-S3_B2.CEL","GSM993511_HeLa-S3_B3.CEL","GSM993518_HepG2_B1.CEL","GSM993519_HepG2_B2.CEL","GSM993520_HepG2_B3.CEL","GSM993543_HUVEC_B1.CEL","GSM993544_HUVEC_B2.CEL","GSM993551_K562_B1.CEL","GSM993553_K562_B2.CEL","GSM993555_K562_B3.CEL"
"2315554",5.70460747232493,6.02611743964564,6.38036604182442,6.26512943548696,6.85991514236207,6.62659142608926,6.39204204729203,6.68261079166145,5.76635230299761,5.98297286568433,5.66429383646762,5.91228139449011,5.92899181964352,6.11562398679919,6.33809983259333,6.11710158033541,6.2734404804052,6.19152520449708,6.20101294203044
"2315633",6.6973925918479,6.78194554033107,6.6727498126577,6.52131247929131,6.71777607747135,6.94251578046199,6.68331550645137,7.44178809290332,6.99364793959125,7.24364001145605,7.12616121285975,6.83373746872686,6.84220044891181,6.84686742550441,7.29875200354923,7.2959722087071,7.25996043014509,7.41454578500941,7.29560328871311
"2315674",5.74694100092428,6.15058566992797,6.16038919902245,6.42523225071388,6.3509011662909,6.23965926283466,6.13056711419502,6.64829565448371,6.0120681310028,6.23965926283466,5.96956841823726,6.14108228258216,6.05352913464941,6.32699183143586,6.58244133666152,6.4988404663751,6.26888641598433,6.38021481587231,6.23965926283466
"2315739",7.53076471178017,7.71004243219631,7.84480051048947,8.15109361963835,7.07056869826112,7.61369393087475,7.82159189427504,7.82772533278901,7.76681978860574,7.84598515090192,7.5278864111505,7.50363240824542,7.42134153327561,7.84971723837884,7.58752172077295,7.5725194255292,8.21817621449062,8.23915388476222,8.40945182772435
"2315894",7.95714110729821,8.48957152250107,8.66142222268901,8.75171495220691,8.91447688442024,8.74822645604761,8.55704534961978,9.09566349399185,7.85517219168172,8.42357117298965,7.78028821381551,8.1606377826914,8.15044483561578,8.62249569758698,8.61496596912472,8.62076353362121,8.50169555915221,8.48501492161437,8.44826062027349
"2315918",4.29265699190039,5.02903970905664,4.186159868699,4.55787008814371,5.62999647782696,6.22577398298977,5.56195672980427,5.88473522837124,4.44500446736982,5.02982945545511,4.63145828862219,4.70309106439431,5.1337938376649,5.52794463101127,5.65504982681726,4.13713949147607,4.47181101140143,4.29042914742817,5.49108180348893
"2315951",7.18141347168296,7.59587133310648,8.04245216930123,8.19909417737228,7.23946868976259,6.72534756484104,7.20597629698899,7.19726136657373,8.62273291478602,8.47596992452748,8.64661053019215,8.41798344873841,8.38729623215309,8.84574911581291,8.83634494629596,8.69266895213684,9.28201550588144,9.39108311045768,9.29151640325059
"2316218",4.83879003482953,4.53452801416394,5.71850543599177,5.43467483258264,6.52293452139561,6.45897904687426,5.29250435999138,6.24037840828762,4.99288146607453,5.63017939650062,4.45503127154385,5.66854901028934,5.00079524577496,5.30156305834723,5.749267271944,6.04417569898445,5.38176482604688,6.00162995801814,5.88145662193466
"2316245",7.798170759728,7.74944386672456,8.02828851249739,8.19414621861373,7.65430992063163,7.80323969467482,7.45401918398948,7.27529871029705,7.84701927592531,7.86916967209086,7.81257233611994,8.58754817051121,8.58300275979427,8.84877599111228,6.31888669238699,6.007151361147,6.43797112336575,6.23163087344101,6.37867647585082
"2316379",8.86740505256478,9.09080165983239,8.51990911762204,8.5129962125247,7.10380784032205,7.06670489954222,7.31624583272377,7.28378073444341,7.9612152048513,8.02594819444969,7.9050026908814,8.35246295977521,8.30055413085996,8.51725883896547,8.69055425168702,8.55389201180773,8.37865260394699,8.23346951057764,8.37137093269149
"2316558",8.18670542015076,8.22206538646487,8.46039715243054,8.49608931473049,8.77741905148494,8.94807522525992,9.22411015387153,8.46998606296636,9.70633950546331,9.50640979183615,9.71356542618331,8.85423193914219,9.02880136936794,8.95974785527898,9.69888812531908,9.36757420081331,9.84432904329891,9.93942957370065,9.92025362970632
"2316605",5.54048076907488,5.87944816984118,5.82177072354639,6.09687715827954,6.50614702398572,6.43709242349673,5.95401479375449,6.43118029973496,5.82240637758888,6.12072386820589,5.90110300995525,6.07642359736086,6.10840919293089,6.23097794589139,6.45661717565652,6.35819591472872,6.16731475445012,6.44083410334698,6.22849204635679
"2316746",6.18489570124109,6.73945553470746,7.19601570343413,7.21788389156632,7.47230361348075,7.25404997715432,6.99411107293807,6.94718327808289,6.99863987865197,7.03054452743948,6.7263224114682,8.22580022124586,8.29129674160385,8.39726262733521,8.69692062295109,8.67660258575171,7.35090211185837,7.31584378375844,7.35614266042808
"2316905",4.93017554476913,4.85248599672575,5.13865401565395,5.58734969261832,5.79893697063529,6.12186157626379,5.09642888911127,5.45631974933266,5.19932047037905,5.68318541765695,5.3752945332853,5.59604792356134,5.09409286006819,5.67893948453301,5.56880157411865,5.90868031061403,5.67904932598848,5.86712364614241,5.67275062680913
"2316953",5.55429549547488,5.90612781638692,6.55581290965057,6.47562723431651,6.53556128868184,6.10442822675124,6.33118921627667,6.85061964284335,5.53466889794852,5.94628754969594,5.6664406891502,6.07351501138271,5.95771836228757,6.17785735283256,6.19160891212151,6.19344136539634,6.03429791730738,6.21218894386788,6.09374277438906
"2317246",5.60489801108589,6.16259701268594,6.59109238533951,6.5920960463963,6.55705853060803,6.49167156726782,6.07577882034777,6.6913152988559,6.96980978647359,6.96295915688233,7.11538973444184,7.21126394716803,7.10816720602109,6.91583152237118,6.39602863930467,5.98002166405457,6.4068320886708,6.44056089080851,6.44799049950752
"2317317",7.21025114676244,7.41440360305563,7.27232614469243,7.45227246088721,6.73378197207037,6.7409907012151,6.73111904214512,6.85262722968289,5.73311967669761,6.49915901807987,6.0240118253512,6.52981280767121,6.50687793921159,6.86408093527573,6.91554713059579,6.65850518991381,6.65762334416645,6.74219748644284,6.73111904214512
"2317434",7.1433982147063,7.01171697775517,7.30556364488105,7.21062435075854,6.30927648483149,6.64875093442068,6.69370175433732,6.56793141218265,7.88511311545091,8.07596749864441,7.96657670880591,8.40561126923493,8.74745623815789,8.57043599648971,8.54543988034932,8.40669634073467,7.28960826847514,7.04879792553812,7.56487733467268
"2317472",4.95684682798841,5.25704867650151,5.56847669652847,5.61493833795337,6.071465667142,5.73337878212336,5.79384200928772,6.47329856390488,5.26547012356266,5.49704308479243,5.4771537182582,5.44829847186842,5.41883226356414,5.617825756675,5.84197000880656,5.72570820969476,5.59780438554732,5.67419790335753,5.62595134872066
"2317512",6.63483458818279,6.84442303315616,6.90323807758913,6.91501212111478,6.43348713466518,6.8038392717148,6.92954249189009,6.97139387520187,6.88049922518879,6.83384368599072,6.48355118176944,6.81326947484101,6.73375277578147,6.82390108897188,6.9980021076892,6.70130387894147,7.35550958813667,7.47457281123815,7.2769559382366
"2317686",3.58597765023108,4.03932011692845,4.04495049342809,4.17828462752013,4.51463611906559,5.03600308784365,4.34378322215922,4.53174410924338,3.99577690704597,4.12036047296838,3.99058924601529,4.22910465513202,4.1150055361851,4.34023895384238,4.36837750220354,4.39096150299466,4.24845127999788,4.51415182536736,4.47520026058096
"2318086",6.25735556591311,6.51290029338628,6.58131078985992,6.54220870096095,5.90681740509607,6.25503001638167,5.94859626283476,6.3156830586668,9.05308880056092,9.16555879325137,8.97117407220805,6.98960015188421,7.4401624188764,7.21661753078842,6.07924304184381,6.11479787378861,6.92581707951614,6.91144962480447,7.12402258684658
"2318157",5.27951907292793,6.13875460328225,6.10721026742431,6.26603935944629,6.29573507292346,5.85612047599454,5.77656986597164,6.16165835773442,6.00559284897185,6.47128170100461,5.90974986439369,6.19501593884472,6.10487380613698,6.24892498911376,6.34906690789339,6.48582571975511,6.54053571839639,6.48740999885082,6.48291234303565
"2318170",6.35038882499821,6.38005243374534,7.07995168056885,7.31641806126807,6.34858044717857,5.93234495918283,6.20604259823792,6.48321191724666,6.65748165943631,6.79869544118414,6.67776082475936,6.71741917627297,6.5916010473681,6.90051290193908,6.2761257802922,6.43395157246462,6.67726940018627,6.95243859906066,6.76081670907436
"2318212",4.74291181351761,5.45349686386349,5.81409621995267,6.13512829320855,6.57607258709395,6.36952492435024,5.6182329861554,5.83724924979821,6.00493130058013,6.04003693926347,6.08147143322613,4.67176795603285,5.26568685200525,5.38733373574936,5.14246042711958,5.25457693274707,5.59224042933397,5.16711034544228,5.4889550858349
"2318242",6.17244053717355,6.25658188996526,6.02210815232309,6.45373207049518,7.4748488633818,6.91077938855532,7.05082385012283,6.74642456116296,6.14190467015062,6.81690639113869,6.07159359213078,6.54516027469781,5.99265239036535,6.57548555978207,6.95540948948283,7.16896076458626,6.61946079377225,6.87035510876085,6.94126862405822
"2318257",6.54748568227067,6.95510638193818,7.47491442565312,7.7739953766365,7.05068382326268,7.05771816637454,6.92535529165572,7.07842821935894,6.88455501693021,7.25978458792822,6.6140935635206,7.22217400292188,7.01876420940795,7.47497849567971,7.50882533198092,7.36848025279804,7.30634432034461,7.63523350478124,7.461390345257
"2318338",4.47069102367983,4.80237310131201,5.03393636616718,5.21630268122695,5.48652084388054,5.47943473479374,5.17492903417111,5.35840303202165,4.52089610898726,5.08130847780111,4.66292553638377,5.01532425956708,5.04487612649538,5.2374023601433,4.98514754549081,4.95942843916251,4.83087626293592,5.01532946979932,5.01532946979932
"2318364",5.60073102431551,5.74084030203551,5.78278359608043,6.11717920510988,5.84066581552824,5.88346963255464,5.90422224559812,5.82919795165346,6.19051242763249,6.07785952993165,5.91564652090362,5.84589463487267,5.68366522941261,5.76625505406054,5.77272352174814,5.68411267730918,6.9355158936931,6.56539933574109,7.00119227835556
"2318398",6.78148720373327,6.9320379976094,7.17237070828168,7.06174039137379,7.23465309222452,6.85503979893942,6.43779834381048,7.06265656024525,7.31668922400899,7.34727014861881,7.49779506765426,7.78512248990746,7.77524762744586,7.75033648968799,7.43204478982171,7.36557095397337,8.23000876773797,8.07926233157108,8.47920327874073
"2318416",4.32972370241377,4.75695008269505,4.33002591347945,4.3260571073771,5.52730208159821,5.53314360235581,5.821549935912,5.82486290163572,5.23182455514359,4.8040263157927,5.2001405941231,5.1414384493991,4.94484499079964,5.50714907335626,5.13930332668546,4.64808338680121,5.41008881498553,5.900632928571,5.00049676431088
"2318455",7.74205715831915,7.32506907619369,7.34695553889861,6.84186169567084,5.96160496516083,6.38235984212591,6.96225765243509,6.76705155350431,4.67541531542301,4.93815862475796,4.65238929168493,6.0532579231928,5.82091044607415,5.8868025044771,5.62063661348827,5.56523599047119,5.0442776717063,4.97643630415876,4.8177036753917
"2318637",9.83605328210844,9.70281454576069,9.5826967357816,9.30867905025257,9.01538861041945,9.16971219839242,9.88233813934515,9.63097207340217,8.69469461141537,8.63507139944918,8.63176302482339,8.91049533990277,9.01344835237251,8.94217548062434,9.39106299464602,9.35033621709493,8.45596956137095,8.14412587609683,8.6296965336213
"2318656",5.87200305778208,5.90294857145616,6.45698358525662,6.38580914704608,6.59821976221855,5.91637278435704,5.72879718286399,5.65169333948482,5.60552810241678,5.4677353782875,5.27166954109401,6.1448157649163,6.28495888714041,6.32589621329611,5.56423820951877,5.6233973005297,6.86206767595658,6.80022890843184,7.12348319374326
"2318736",9.39505192420327,9.50952243846526,9.80701698979713,9.54387963819748,11.3671598438979,11.4191920849261,11.4945276526383,11.3297442885853,9.75119319003456,9.29237037919488,9.89340067018592,9.09738347750729,8.97229921660298,9.50093714109034,9.91538999703249,9.64624608087176,10.4218516863901,10.6462277109768,10.3210478251864
"2318743",9.83387226235309,9.97293920580798,10.4914407934517,10.052013541509,9.83533642320535,10.7430632491604,11.1012693265453,10.8207897703545,10.2348838022149,9.57999699387416,10.2938571284561,9.49245849743751,9.31892368275168,10.1356463419993,10.8130604268991,10.2434363898067,10.7831083437509,11.1121658189213,10.7472281877521
"2318744",11.921767116962,12.1173202632718,12.3351273866088,12.2000655826027,12.0221752445332,12.4362556983378,12.4775255121938,12.3780968856186,11.7440034064056,11.7709058568503,11.8409534121251,11.4607260393893,11.3235093420745,12.072443850682,12.0440494218129,12.0545826841986,12.3363892343024,12.5194723544315,12.2810969339861
"2318746",11.8922533540956,11.9872148875495,12.2690794201363,11.9395591119253,12.2994935892671,12.3232693935812,12.3542827252852,12.3321474437518,11.320802071186,10.9882752155303,11.1039234927698,10.9871091999478,10.9860290201195,11.4694183217798,11.8994159996826,11.487831522688,12.2106716487552,12.3215738123776,12.2110475455417
"2318747",10.6750161070741,10.7167423949116,11.2826201961659,10.858280574164,12.7039687474537,12.8592027862679,12.7927404652068,12.6871003073929,11.01774369241,10.6650518363023,11.0025131934535,10.4659696376337,10.3564442464001,10.904019821899,11.4105265343303,10.9568950300482,11.6745846737342,11.8289731524868,11.562666589319
"2318751",8.30752102954206,8.70781897123506,8.9992341786024,8.43573695218677,10.3788375222465,10.3830213303363,10.6414699562583,10.530441025937,9.16163196801835,8.37860496566,9.66220666541305,8.23291491060113,8.16841127749477,8.39780581961485,9.23742347460123,8.98536637158472,9.48791040102684,10.5076369595094,9.88483929462151
"2318754",8.26616663927609,8.49860446490807,8.58459248605612,8.94090232894086,12.1178749251691,12.1908522675316,12.0286385069091,11.6570733488423,9.55076960576919,9.35286136883929,9.75652545225414,8.98386017607698,9.02154945087521,9.61508886223919,9.58609758281343,9.64473820238965,10.3470667206334,10.4928691343214,10.1794739512343
"2318755",6.76297372110663,6.81281577559369,6.55789374172131,7.12720824532601,11.3040066629959,11.4350352863619,11.2690226349976,11.2432698283491,6.49999630386771,6.62453893512987,6.54273599719068,5.81944226472611,5.63480240561016,5.44287032587927,5.71915905789345,6.14328502331418,7.32548065328277,7.2275895509976,6.95895820722926
"2318759",3.65729698939533,3.47803961853398,3.8412020609411,3.76697926435746,4.55449869757116,3.58954960147834,3.4353983303326,4.47819250992119,4.09091268537847,3.36002056502198,4.30755799694506,4.62379941400479,4.1312558738684,3.90352374214934,3.03849063360822,2.90541390275847,4.82491049772986,5.74887786473141,4.67466709981063
"2318761",4.19990307893238,4.08634224969683,3.59302338400413,4.78448189316257,2.61815870785541,2.98505188993125,3.0391332112063,2.90791525205982,4.04308422358774,5.50887751457564,3.36370531725027,2.86678093576437,3.30647548893167,3.65720543527391,3.91628290292353,2.30278587575321,4.28148534435271,5.29996085896193,5.80257520007575
"2318763",4.31546808824824,5.26802920864797,5.39937216559891,4.91073600892446,6.15024821966183,5.78043852270502,6.16027243926834,6.12388996579559,4.52058240900715,5.17947260968867,5.10687131016275,3.62145016148243,4.38037362344695,5.4938148406677,4.89540041926007,3.78154285442126,5.49673457146494,5.23713604473075,5.66431042655394
"2318765",11.1045008321832,10.9313925985062,10.9274271617567,10.7162226267344,10.4259262681791,10.1464655290206,10.4493580327919,10.3535723164055,10.7858255016039,10.8260488610068,11.0774329185625,10.5128257789728,10.6046368558062,10.1388670822359,10.7202682931711,10.4124096172837,10.8260271592857,11.1392984883102,11.0421605141924
"2318767",3.14256622039825,3.14645619327086,3.91166526376843,3.29261755394498,3.283724538065,2.91757882732277,3.06146471358208,3.83800491698824,4.31160422558431,3.62395845282529,4.68918726782044,3.81094473213735,4.18904980639724,3.42883290343055,2.14381317033594,3.6315671512941,4.12413173965486,4.28825640595881,4.20134200037525
"2318769",3.29025609601871,3.39705531399739,3.59745939115802,3.57711426391608,3.64328572815871,3.86016687470538,3.58409013200728,3.85546605708873,5.26385494088625,4.05185549565357,4.45220639096775,3.8078097900579,4.17512642382652,4.00494720239453,3.28100239260969,3.32284447223235,5.47009682364512,4.40376973279079,5.17646181142246
"2318771",2.93055489144711,2.84791485888975,3.12265097422404,3.93803741975972,3.83937623029153,2.97315428387236,3.24308715467015,3.09283489002514,3.46091615280974,3.48954707397845,3.35987136324373,3.28927556356719,2.90743906915836,2.90985069631512,2.43801351911023,2.35073726912615,2.94195542713753,3.20625547898231,3.25510139408401
"2318773",2.13310361587459,1.99458834172008,2.38810529976449,3.10202096102921,2.77238617171955,2.56594635192062,2.45637278068708,3.09866661365807,3.37155520210874,2.46513973771102,3.02592287465842,2.74761266807071,2.97951959890696,2.42242668029182,2.12497363032907,3.80585518726441,3.17704162936741,3.15549022620572,2.8660281645847
"2318775",6.08256518787086,6.50334162627852,6.80750126181025,6.12827647392156,8.46904801855032,7.49684572371953,7.74002213004602,8.0267426908237,6.69484120046661,6.92180837413489,6.77690843917515,6.22329484130859,6.16507097585522,6.2930834345602,6.27912277915613,6.157784786525,7.37128205878669,7.56900626598048,6.89212512283126
"2318777",2.64075277604972,2.57959811295122,2.81975283318146,2.7147749088168,3.09267201887616,3.31901557560143,2.90972282723788,3.40546853355964,3.75858073402139,2.58597438548096,3.23579282191573,3.30536998593733,2.93857527368748,3.90386676875689,3.59825866471474,2.57217652037097,2.76299458175406,4.52013246988805,3.29159736261739
"2318779",5.16772657368187,5.61662930064512,5.53589281280277,5.58275493209908,7.71152724414437,6.28013665439078,6.72303019859467,6.61870041855405,5.75785247553546,5.86006321464443,6.32435502084487,5.92957211486176,4.77787615900642,6.47410954111286,5.4111430575341,5.59092237065516,6.04897816744314,6.59715587338691,5.76896449153255
"2318781",5.40921763364613,5.11094779728182,5.69667306650402,5.53740089489235,7.67808003879234,6.44918434257978,6.57756723012119,7.85543049494191,5.48604089022135,6.03260052325609,5.51750422178658,5.08194018533859,4.7241004862671,3.85315137512373,4.87457078165675,4.8782013779045,5.82507924654003,6.47763105168584,6.25672169944065
"2318783",4.16828518907234,4.16597703990919,5.14813897256648,5.1921417314858,5.13300673684964,5.95463291759478,6.25088656339086,7.69096447053245,6.09270377780436,5.71207903621052,6.25969288593959,5.26479312932423,5.0685754442072,5.00009769305936,4.92757594436793,3.81755909377532,5.52554635741944,6.39812877361802,6.26719166647715
"2318785",3.72970002792982,2.66178501771929,3.489760815069,3.61167087743988,2.57042742657643,3.55993935772199,3.04972455090031,4.10093311518686,5.0282974440811,4.15971824973485,4.19096083319641,5.53305384208895,4.15154288556763,3.4960001729595,2.63430924404378,3.57613833989941,4.29445819986315,4.36677462268634,2.69447353670364
"2318787",4.03012200723689,4.51350395654145,4.81253991056651,5.15397451417839,6.00818965570953,6.03745614904272,5.11448155396648,5.60284046224852,5.01318933721577,4.97607528355872,4.68620106430341,4.23919291985946,4.67629622871844,3.65720543527391,4.68424511823573,5.00126651354818,5.83238606959459,6.21409394926223,5.85912509663129
"2318789",2.71065328343638,2.05734457129705,4.10215097689365,2.87032162833022,2.37520694385587,2.88279260212003,3.05655973046313,4.34549738253687,4.02943551047838,3.90233970427804,4.28442624651969,3.81957627580162,2.87032162833022,2.039917014208,2.47066950641383,2.97002021933751,2.26671669636655,2.45586872552158,4.11570281934979
"2318791",4.93553243548829,5.2518386647621,5.96282602194098,4.25545932597431,4.6907014032586,3.56737510383248,5.42500169904189,3.60002781514027,4.75441656330771,4.79004100425057,5.51680836457574,3.8192254151964,5.28333840754923,4.14044628260563,4.02952970873446,2.96154015371694,5.48536447454318,5.51037572049886,4.82018436815263
"2318793",3.53193480325394,2.74885612985774,3.15624141905837,3.10399748782091,4.32526008152761,3.12935056865029,6.19539804532271,5.11485745873746,6.02382832009653,5.02492447864032,6.80108782698314,4.05488003069934,4.28577289393842,4.0497657059,2.8316283178336,3.46722585625834,5.31075240608704,6.05566345145418,6.1183817587599
"2318795",5.04398285179584,4.42343235418139,4.27491977271694,4.63781573322242,4.70258493297809,3.84920505096543,4.61591744060128,4.32154474096473,4.65821155557717,5.01293407175706,4.53859598996115,4.41644188241663,4.1056366704985,3.81176709847533,4.41785415952912,4.6376884456665,5.08642326616475,5.37422973722206,4.79178197060931
"2318797",7.5846265231843,7.97417887995533,7.62136473288277,7.68133865143143,9.4004348107202,9.05011025497043,9.60157879115427,9.72118810422977,7.70676512177062,7.61582023676658,7.67203757216025,7.13502244015985,7.48543622944295,7.14861065093909,7.47828668382176,7.56907259250075,7.65686049101037,7.78722887534452,7.57608765953426
"2318799",9.39165579098405,9.45508007713885,9.02344326157437,9.00713449050626,9.88200038985119,9.14713140672455,9.73894000396787,9.98460257714586,9.20387791454261,8.96879405039418,9.49895015137602,9.00307981672418,9.18038983576253,8.7996805310232,8.69378243626671,8.65510410627508,9.09377464016443,9.4365246670205,9.45134107521675
"2318801",2.72271779924544,2.45876308722987,3.46264086356089,3.38650206027928,3.29343698808858,3.34946218733811,3.79387281669716,3.97400141481401,5.16871284695326,5.0208165661969,5.38756983648574,4.88152138052334,4.18151836403274,3.89660086461361,3.9915178742438,3.48009169007247,6.23145865783367,4.89131824173039,5.29818496653069
"2318803",13.3781315568906,13.3480292212536,13.1063609709613,13.1075886934015,12.6564114891629,12.6603843463072,12.6811954457787,12.9427862003117,12.9700272463343,13.0969158919975,13.1298108654138,12.8509146506831,12.8089253344843,12.6663349478341,12.7829600662164,12.7541483388442,13.0782487445793,13.245352736195,13.1523828495481
"2318805",3.67504608546181,3.94586512788337,5.30133910896106,5.03416244721934,5.99708931078314,5.79885593988987,5.36725844186583,6.99249241764057,4.74964669274636,5.31205561940943,4.56593374595183,4.90742411023721,4.84998790009151,4.24989066800665,4.08571233002547,3.91920610656042,5.18802491466484,5.54358327767577,5.27685341906788
"2318807",3.44703589962961,2.81668462135783,2.65542947424372,3.83041374994531,2.66908939785541,3.09644169366725,3.98011311050536,4.77659944783073,4.08583626808082,4.07051422252257,4.24343342719795,3.00143187572162,4.06013820174663,4.35822955918793,3.50663221759229,3.67825551991944,5.5041023241625,4.86572877530704,4.11653835264638
"2318809",3.5170096083019,3.14207242714708,3.72053480464368,3.26949635770556,4.42693304002826,3.03180312574173,3.95986131927704,4.23705725011963,3.77842852305003,4.17382121110824,4.58175014560888,3.91148545544018,3.58324467221825,3.57503055192681,2.95862006268318,3.63309188118095,4.44117665480469,5.11042350866303,5.35334188485736
"2318811",3.79059051532385,3.78822774904973,4.49317906107346,3.66659776431593,4.76332739618664,3.57254519840718,4.17731282621908,4.03161374709527,4.01679716331467,3.7750415382114,4.17311011180541,4.84141927642713,3.98716345688683,2.56710904281468,3.78373221655468,4.43023861599061,5.1587898167162,4.84246633318791,5.23944639001087
"2318813",3.22105595893652,3.63325107929615,4.63108578471004,4.307952670515,3.92424514142837,4.24931620864832,5.37618415275868,4.0160401986458,6.53922084542246,5.46354507377345,5.93083085215392,5.56216865790941,5.36493316261324,4.89252863549213,4.27439502361028,4.47619453325318,6.4286766844423,7.09684983915295,6.8948588055764
"2318815",6.53039215183166,6.79228118205291,6.77270332213424,6.93323861221074,6.45606846042501,7.11085248594856,7.44272677609512,7.94638414202099,6.69652076871591,6.40385547215026,6.66672499819386,6.2960707973435,6.25997352636098,7.04798932579334,6.0882630505262,5.99149647239088,6.75425383840614,6.96409894349431,6.58853671270942
"2318817",11.5414951592347,12.0160876411897,11.320194643766,11.684798182351,11.6461275709163,12.0263368268618,11.5694142400464,11.7556133089426,12.3927860504031,12.5816882886843,12.2037071212755,12.1947461451732,11.8548091788445,12.1214026308625,12.0588720533299,12.564050403433,12.6284723752424,12.211030774779,12.0405656167029
"2318819",5.11200416594852,4.47309342143607,4.39441298299678,4.77448953304551,3.97936730638742,3.86219267547219,4.1490015234567,2.81791942451643,4.77460915270552,4.47185529852176,4.94154558398868,4.338517859593,4.37436833004711,3.23228088244227,3.57744003944698,2.81597715020196,3.64079582375481,4.27320680849161,5.28527925936109
"2318821",6.69564585897399,7.33547585345892,6.50112427237087,7.03621251689042,8.77514653478148,8.43389039662564,7.84345346853562,8.17626411833866,6.89463357001763,7.10755961328765,7.37591430381037,7.61830017412647,7.74302778582365,7.5280512802518,7.11023740633345,7.39321827796201,7.40453210846723,7.45594667308583,7.00063514557472
"2318823",9.5122139915233,9.09216038246778,8.68635939419376,8.52848881231053,8.3750453148792,8.54187687706116,9.48030651698936,9.04404988451344,9.10018822977721,8.70467216660719,9.01728327158293,7.87240218679034,8.32393685986837,7.5844931770142,7.78217892151579,8.03151001912647,9.18192006623925,9.20717468399286,9.35008599937736
"2318825",3.19970229254254,3.09057419539303,3.24225083890376,3.19752335078247,5.6996346077857,5.09256042182385,4.75367009025206,4.3456869938246,4.55170729356587,4.41292653384013,4.13395643146241,4.81478394081825,3.99479376979033,4.40641565814755,3.44905166017164,3.38500802707417,3.09162310953194,3.4428607804219,4.07506265369044
"2318827",2.56079622364,2.51532007495502,2.5466762526151,2.31392327860674,3.34638995414685,3.04844305560864,2.52058124059512,2.21862026267831,2.47929229617883,3.70965536836252,2.68052935022034,2.36023804651358,3.36479765107726,2.86213464767002,2.4838755515039,2.53714830879954,4.50845634841466,3.2007478159187,3.01604875690495
"2318829",2.68745700586348,2.6904467232765,4.12964954197168,3.26255030704548,3.75069364200204,3.40313115508431,3.30300049100062,3.65432132203278,3.79777894210822,3.24905286979195,3.19695802686833,3.33891308319728,3.47363673616427,3.87062295971797,3.33631208327572,3.05145595434007,3.61457122371225,4.75665426200884,3.52404727098641
"2318831",4.61743070285905,4.51509596841492,5.55162682558378,6.02047833603651,5.70436674320981,5.21045119094331,5.96641782472767,6.68382783735513,4.83568550780865,4.91813854736496,4.74539924757314,4.79565785968579,5.26229913162605,5.12562337369124,5.31964582249958,5.25721071194737,4.9438679127353,5.13108093045005,5.25293596041077
"2318833",8.57542620692676,8.74090401454774,8.34763284540523,8.3329449304752,8.2938863025957,8.13817469829595,8.31905813231984,8.8422497667232,7.95647686949643,7.76290746873066,8.06356409448326,7.5416752848404,7.67363719287789,7.62214223065926,8.0567676871518,7.3156309469983,8.09439022670188,8.32142124042283,8.10057704655702
"2318835",9.94271542069019,9.70613544190804,9.66855089456693,9.43423365354913,9.48795343571435,9.14719555080708,9.3815149393843,9.49979384263431,8.96175404623239,8.87080811631596,8.74686766671413,8.56069505377633,8.58198665016931,8.59034280720139,8.91896326527347,8.62133997884526,9.28297686367044,9.61999506439994,9.46098873653752
"2318837",2.28829525594217,2.36882436730338,2.67799884691046,2.54016910427416,3.07712770530331,3.62021788076588,2.61459504794341,4.19892224709354,2.72035807995016,3.07036601698186,2.89492558204527,3.13086081427447,3.32595319725396,3.20936769061166,3.38431677032554,2.94249472795862,3.39612127102632,3.83248505245528,2.7381224179181
"2318839",2.71891506539858,2.24636855568865,2.48793519419474,2.81109940967718,2.42306557354703,2.48780969168284,2.57339036071233,3.63451571762407,3.70786843562914,3.13781334894214,2.59217334612055,2.40818208331216,2.90456363504453,3.18596303022566,2.09171220440839,2.87010755955681,2.6942093116149,3.13546296649179,2.76725691898489
"2318841",6.02169345139833,6.23681806838076,7.06301570544771,7.02963363681143,8.09648940273444,7.89761433831159,8.38837932519086,8.09649879842926,6.07057677306568,6.87204827937288,6.25558282968033,6.87289627837919,6.83136077572397,7.44393402016925,6.74506240782402,6.71189171329656,7.33048623424373,7.38086951445293,7.32857665551215
"2318843",2.78095628056592,3.16941175513397,3.06032287071206,3.31116064197007,2.77160147837609,3.59704444660017,3.61716477471227,3.27152203428647,3.5051149732127,3.64577353298505,3.10705217212186,3.17681669086476,3.41546678215968,3.09501648043303,3.78611027718559,2.99943770497493,3.66165267779993,2.83437247279001,3.92419230232276
"2318845",7.74853903147724,8.31120584089052,7.58178742702375,7.60771199677775,9.04826893447517,9.37994606813634,9.00207184201974,9.81841233811828,7.52231529131837,7.50736916761421,7.8632017434972,7.7765128001275,7.80497343743621,8.11538056615058,7.83155071483477,7.35846860105994,7.15879857570691,7.76922202796569,8.48317516792043
"2318847",4.46335913568205,4.30518276290387,5.29509352777292,5.21510239429689,4.98346180882164,2.83490737849405,4.4621136747607,5.44067523198555,4.45329067352221,4.32656806448941,5.08733578774291,4.82526329279458,3.38446424446813,5.17051220390156,4.3590514038951,4.13387774827665,6.69544547829631,5.02539912084243,5.45579003441056
