"","HEK293","HCT","H9","HEK293T","HELA","HEPG2","HUVEC","K562"
"2816536",4.39106397773192,4.72198422255445,4.82824113007352,5.07991101044797,4.63640042688051,4.59422406062751,4.90367720629008,4.78633812342499
"2816563",7.10580262356448,6.93285751553797,7.02233445365935,7.20001581846549,7.62765873794289,7.13025079807077,6.8531187798033,7.23557671370857
"2816681",5.01562826738146,4.021127232145,4.2426347898624,4.34030086303661,7.31724329621074,4.0180001088751,4.00252994108822,4.10061082747721
"2817053",9.21212793779962,9.08003347812337,9.25805500383401,9.21177369061242,9.26825240839604,8.58485327542034,8.53270064656466,8.1655648881687
"2817212",4.12421691200526,4.2310958865133,4.71182100481319,4.73088185475209,4.42238087132187,7.43109583898248,4.44922200687474,4.70543001868358
"2817251",3.76612178881538,4.24849091176658,5.16581219952458,4.23264971216028,3.95861382981017,5.62663393471153,4.01587265397958,4.27628644011203
"2817291",7.551137831176,7.49611927779335,7.4629884028649,7.49156762487874,6.82148059491938,5.98131198625635,5.45647543371528,5.5654745863767
"2817386",8.37199638742084,8.65100508010693,8.00080423743922,8.1099282293182,7.90622264882685,7.88150666525664,7.55641529244592,8.58770926087909
"2817464",3.38082161795973,3.48500310684793,3.91664009647125,3.70218484291846,3.3755136225181,3.46397927723934,3.4794447852288,3.4479047444814
"2817576",4.61168783043416,4.77840082130904,5.93812773703669,4.87709143773333,4.52216892549163,4.71350596484012,4.7660734912832,4.7943343563126
"2817708",2.94508894073968,3.11720611182271,3.69273360303236,3.32910046736783,3.00219734890571,3.17034683595036,3.11323565667387,3.06056438167069
"2817731",7.12261775258464,6.26025596960934,6.43700178970001,6.71499316797808,7.06987522617819,6.73387477553354,6.4682939742834,6.07467107540054
"2817793",5.31665747303401,4.8763897507392,4.79615738268844,5.28015203416369,5.05619626355325,4.92170414049787,4.81358092800347,3.87656555791142
"2817837",7.55825387388347,5.9532586484935,7.74245213420366,7.8900474272168,8.03094705852191,7.04951124717456,6.38547051939796,7.42659557366373
"2817941",7.5100128952767,4.90424579737811,7.61386981362359,5.78041167734384,4.3950222689406,8.25800250100868,5.74174453715169,4.85758748188867
"2818035",4.74890325034305,4.35161569620624,5.47967697922957,5.37127143649691,4.23659853104181,5.06794503383925,4.58362236670243,4.57077641539208
"2818079",6.83787457738455,7.34467516098738,7.63645264500393,7.56167683123313,6.75704377791619,7.23023458103321,6.29282870879268,7.23387116743461
"2818212",6.71878887705166,6.76782601370773,6.49175990954147,5.67122971477824,6.58171477160047,5.76145170038257,5.50740058322834,7.3302680229621
"2818454",7.36231318036564,8.58223258775275,8.10750057933871,7.79234031698439,6.57757735982791,6.73356226909303,6.48497426559311,7.37568388021353
"2818517",9.20587092007908,8.37604387314564,9.71663707375818,7.56852563351422,3.72259306690035,5.84437379419842,4.14855549074184,4.00217170043423
"2818884",2.22565574838031,2.55967659932192,2.46017065027984,2.30499436571002,2.74965621294187,2.61983612558941,2.76054291678625,2.61676985532667
"2819044",7.88859111354019,8.16888279374044,8.06719976275813,7.95905642257349,7.847460662155,7.57266063614028,8.38481794820917,7.22986195027026
"2819747",5.90916106881967,7.94763734917211,8.0799600289417,6.73236736179175,6.63651909966491,6.58164308937775,7.42082307545842,7.90675945853961
"2819779",6.91456598199848,4.32092499027127,7.80910742845473,5.83059749231056,3.6953020476719,3.82112263686945,3.81423859057552,7.80477336426168
"2820394",7.53999949277537,8.37166285657279,6.51802554292883,7.39534509774635,8.40253442927262,8.61291058409331,8.26800479028572,6.32890824234846
"2820622",6.00425122202757,5.05399604397661,6.98745479165208,6.27564113943777,9.3878589779025,5.79273697897392,5.22349489717668,6.34555975506677
"2820813",3.47359374118555,3.87821298304852,4.23627309151272,4.08031578093199,3.71990606525113,3.83147431354466,3.70412747319184,3.90031465087747
"2820865",6.68868510308073,5.85326780841929,5.45306008638608,5.23452308542325,6.17678993786198,5.84109092201923,5.42185311164884,5.20904415888985
"2820884",7.06153275506749,7.24881149258828,7.14677183307649,7.30201393363864,7.09112095591737,7.45512479256523,7.62618085724466,7.68822903187758
"2820893",5.58855798609329,4.33123219431978,4.00867049047554,4.02739137271367,3.7794921448,3.42394819476638,3.39685160262219,7.8265617006463
"2820925",9.03417731465184,8.72632523803352,6.38801726750648,7.3112681797369,9.66615948332242,7.69189529831927,8.25435252133986,9.68277950599177
"2821041",4.83077945864328,4.77772418986275,5.10612988370964,4.92029725326514,4.94207456912939,4.87023349058444,4.95835924194329,4.93837869225847
"2821194",8.82101919038896,9.14400306714784,7.60699989572931,8.59462257411513,9.7975412090717,8.05904105052592,9.06096636862262,8.2470778211913
"2821347",6.391725041334,4.14765044428591,4.03569960831103,4.2656550939031,5.04735699068654,6.62740435938932,4.72429690475778,4.32718999025431
"2821413",6.53092133552208,6.20591268309424,5.78042783037196,5.96117494601306,5.79663971353318,6.26248930759127,5.94499895333816,6.51010829030986
"2821417",8.48932513445928,7.75638086197854,5.81798880753475,7.03280273137521,7.59747522907133,7.32408542422671,7.33940829367327,7.47817806124296
"2821761",6.97816524472862,6.85252209389768,6.47504565690727,6.23428972971105,6.72971359590515,6.40110102207517,7.33516399355243,5.46197379364353
"2821981",5.38512024882964,4.68290964001754,7.03607507289956,7.41368970704394,6.9751653632466,6.6241490744124,6.75770938235615,4.5821315050983
"2822215",8.18890123997318,8.79931007042256,6.0997142732409,6.08801660945538,8.63361773462533,6.95164558026004,8.52720765122576,4.16503857557994
"2822407",7.83862711482962,7.99301847117573,7.70738164688416,7.66309217697435,7.68882689531742,7.83986178828267,7.84200892271191,8.64433234996919
"2822492",6.66975630399879,6.40454226780891,6.63955729042909,6.36141930110975,7.1171122492595,5.35239809008761,5.87906454373716,6.30970903418707
"2822696",2.52885405431012,2.66937791570377,2.72169681303629,2.72648236258323,2.9239679535816,2.92385447229287,2.77639762495777,2.68391011059316
"2823326",6.23735715282219,6.40890896569767,6.50074971764857,6.20302140907224,7.06498544509611,6.08869520520471,6.15229940349247,5.86878555973478
"2823551",8.03481859353707,8.02840366032277,8.64442048092763,6.9223950495431,8.41533199573162,8.53117988357805,8.09935565897881,7.57608009173153
"2823745",9.45431825451205,8.65392902056085,7.61599603239953,7.83044866922157,8.79097338316446,8.20581096315569,8.26963846146551,8.65082430227501
"2823797",3.66581079459579,3.69215240879064,3.75163873099272,3.80269574134992,3.5482202671453,3.4589831248809,3.61713022259123,3.6739186392427
"2823820",8.1985028192483,8.6688403877624,8.68411353283554,8.68112120922203,8.9782032259205,8.63176389574366,8.52225690573212,9.39904293315533
"2823880",6.5778457363315,5.46153522922457,5.59069019123077,5.66173592630644,3.73810238933558,3.87843881224957,4.54872668376855,4.00188585558767
"2824089",7.09421288555158,7.8724135611396,8.96331617240122,8.95522438815435,8.36317325102926,8.12192407110784,7.80834291377296,8.59417830333446
"2824144",6.95788738679794,7.6105802086067,6.83925139220833,7.16118939054429,7.87879203734545,7.67724756428318,8.44092911149419,8.16105711026813
"2824198",6.70261838199916,6.07234124783434,6.25520266232518,6.2393557586555,6.23340413667572,5.7157921325559,6.21236000416479,6.33942498635312
"2824286",8.44112258421502,8.8238026343439,9.58665334258476,9.76098409734261,8.01979841449767,8.03526115344416,8.50375369253741,8.15055342894651
"2824315",5.51512103197757,5.95432361577946,5.93371788436311,7.80310506938243,5.76505623789807,5.41687914310877,6.37756152598074,6.3784415164644
"2824354",7.85043655583229,7.26307210340637,8.69253658285619,8.11675992586844,6.16622758935095,7.5656768222728,6.74283961131003,8.82755499853271
"2824483",8.16616941419954,7.46384866859519,8.47750416358532,8.81255592727809,7.60650193245512,7.31049721794472,7.29525567053965,7.65739092107583
"2824581",3.9101925346463,4.23010159872153,5.62581939095029,4.42876496712337,4.13213671479039,4.39471462343782,4.69034362377578,4.4900931234832
"2824872",9.38783279398273,11.6340626485858,8.89567589154335,8.73297667519897,7.81638687183053,8.68995240296372,8.56501056845433,8.32386418463154
"2824902",3.04830424980802,3.65701784409425,3.34413772079609,3.41341000763933,3.14298793602326,3.40302602408965,3.28587016309815,3.79864013425445
"2824986",6.53773649736041,8.27665566319759,7.60538822300609,5.59984348893181,7.894104954468,7.53694275698737,7.62890702884816,7.52507385443501
"2825514",7.8417443245433,6.86868714787599,8.06004332856419,6.96475101966463,7.07239481182776,6.44476254263363,6.23988797678134,7.60901687071646
"2825629",5.76387145020713,5.6398466367961,5.76006154918468,5.43754272286427,6.18930966908316,5.66831286437684,5.22104921296756,6.08725204160848
"2825733",8.72920090327192,8.26543916934779,10.4032981753159,9.68908189066287,9.50386560555293,9.77771942153568,8.76564248473419,9.00575226286677
"2825796",4.77481766406289,5.0181194060633,5.60817346934524,5.62732243509054,4.78143908477918,4.97358791004088,5.12312779453906,5.04607766667549
"2825907",3.28746350943837,3.33879286445727,3.70612868863887,3.91996584764139,3.24311506936781,3.36505332393796,3.57795490777579,4.15407366111876
"2826058",2.71358130741197,2.91500312544945,3.7656965899536,3.01016016128312,2.97598618263242,3.33407543436258,3.27938750023741,3.57972774196688
"2826064",7.40559427319997,7.17743595598671,9.11931456380727,8.89929462132764,7.2794191086174,6.85648954707708,7.03656947349891,7.31712677102851
"2826118",3.76393552343279,4.27728140630624,4.4401394644589,4.41848539053696,3.56914439150765,3.73786844719159,3.76137808248789,4.23401060134661
"2826159",4.47823821649632,4.27582691015373,5.71712405343699,5.26524563526716,3.87855917970761,4.11169060742587,5.94859307102614,4.36362327343279
"2826295",9.56704528999404,9.40006328406338,8.36053671980912,8.50434976401766,8.02564778020086,7.70757822402319,7.19346151466856,7.55073032974038
"2826343",6.31345798426749,6.2376058943757,7.14510646703841,6.80797825031987,5.98111720177,6.20679487367478,5.19014058462335,5.24960412610337
"2826550",7.94401396012292,8.03978514388174,9.30953861219576,9.0219775528073,8.10241206680867,7.59494510183429,7.51078966105726,7.16719303520587
"2827057",6.48291593232172,6.53001962649025,6.22838176833714,4.65872134510048,8.38464838323095,6.11225826542112,4.67627924752122,5.34014862458604
"2827156",7.75313208133063,7.14394816358355,9.30673532857924,9.14363710343206,7.91785809649397,7.46172049488234,8.04504025184307,7.53138741276004
"2827177",2.88254317844315,3.28695893326057,3.65564438025701,3.51502438830425,3.24090176985291,3.47405764914275,3.5763904746736,3.49905055815593
"2827185",8.04110169469524,7.75246150250771,9.42430248625813,9.38600391599519,9.38584444597279,9.50518346435203,9.59283402151638,9.91282980894835
"2827299",4.38727644313723,4.40458387773925,6.33988576994343,4.80835990243698,4.34655253580987,4.55348806560422,4.47668668321091,4.55784115429561
"2827388",9.53983931265211,9.39339070475016,9.25262345565696,9.42736615742981,8.79203923539069,9.25116720969446,9.15875803244471,8.91050978934916
"2827525",8.54506359755143,8.02290291749071,7.44799488045625,8.34786803727939,7.5562499680217,7.28325383498285,8.54815715183288,8.02504395428549
"2827645",4.20350800875862,5.89823085628735,5.25985557818914,4.92180106513287,3.81679103712982,3.82280486861528,3.97706632415594,4.27731318799953
"2827709",7.62230539312615,8.08106171266095,7.26820705214646,7.67889136145557,8.44058594476336,8.72175682494115,7.93458002491323,8.69840420719727
"2827772",4.19376495530557,3.85204267407451,6.9987489266303,5.10567702490552,3.88390151951384,3.99198130009754,4.12121383834692,4.17909336309012
"2827865",5.37945370029154,4.98485523812345,5.07177235103735,4.48854546800072,4.14919684333437,5.72417452871866,6.11279773244566,4.58705008639848
"2828115",7.02616917427511,7.33429239082867,8.92649250024916,9.50877072091306,7.91658136547118,7.66391148432814,7.39252705429314,9.23785680337428
"2828135",5.36267668525551,4.82016366718979,6.9914032437699,7.55170512961997,5.18431977099559,4.37951646396004,4.28168115131135,5.76070356012863
"2828146",8.09831168806118,9.34511772703873,8.81961912072706,8.01505145160826,9.06673499501894,9.55299618374783,9.32927119245485,9.86674477692242
"2828323",3.26500446979777,3.71934748280107,4.09814903876979,3.96633965439668,3.44580871045108,3.79455300048189,3.77777286465433,3.73762028548181
"2828356",4.1375301633994,4.51243965572665,4.57405198859359,4.59335348014847,4.20839888216023,4.36813101861194,4.53719536007338,4.47002689817345
"2828441",5.69790765479444,5.7648440695758,5.74051460393609,5.92544883456136,5.37009754973382,5.97814815152917,7.27084837896822,7.22751734805423
"2828479",4.24351912891788,4.44948115929605,4.38516780204468,4.25920923035777,5.35859674729391,4.21600953943285,4.86974742268294,5.28613094618644
"2828520",7.39445405722695,6.76666749774083,5.74056549173541,6.44022892190263,8.30527359587997,6.95339787620542,5.76724600200651,7.15716669985034
"2828564",8.54565897647425,8.49296919418366,9.63795220268239,9.2792919556232,8.94537465897576,8.35350846238451,7.6173085749311,9.01281643545307
"2828688",4.81810962005112,5.17741430531279,5.11058898432222,5.40606924337588,4.7187780823285,4.66306197157481,4.78656415149596,4.8209104524998
"2828699",3.23068348534259,3.56063533911622,4.19051739448874,3.83200450056957,3.58177800029053,3.69447043589285,3.69046206818172,3.66989001695322
"2828757",6.80169556341101,6.83640577060463,6.89403426633627,7.02761340584185,6.40639573987429,6.76016050843741,6.93950974397859,6.75874471741387
"2828787",9.28385629131826,8.82883981308402,10.971502929295,11.3457939683885,8.7358578852356,8.02483326137168,7.85889091879358,9.3170591710105
"2828796",3.72589413265364,3.87029785548637,5.22150053730561,4.8473648761363,4.1313347063545,5.44478069140938,3.73179354823479,3.9483005055718
"2828856",8.78362095230145,9.17349377675987,10.3099116647421,10.1986552432948,9.74983068620196,9.78568216483599,9.46754405132531,10.3251124344397
"2829171",7.59411458082521,7.42586689169962,6.59250423741156,6.78874361123506,5.77185967108698,7.27734196079504,6.21262024352934,6.91404498894658
"2829275",7.54584942587951,7.52162384393325,9.24950240782796,9.37983751801519,8.60108082360261,8.57482713284882,8.38921510314301,8.1749057695971
"2829337",5.74702842093994,7.12272419341744,6.38723394088024,5.75045079095725,8.32228153859094,7.13384360753097,7.03086244687181,6.61995777284219
"2829416",8.43720412296059,7.90217916724374,7.82490461437424,7.5442950625104,7.98077109655752,8.50540917368443,7.75896177179408,7.99703051570567
"2829463",7.17132638027827,7.47750058238829,7.78119241649179,7.51258379934661,7.07075441626919,6.67590550382773,7.05196822562638,7.11337488650805
"2829488",8.09193054381309,8.20129863734452,8.92934625085651,8.96058519963301,8.67431531301215,7.56246670260473,7.94833602300814,8.43894215816861
"2829542",9.75482711285141,10.1984739952688,7.93860788885918,9.00338105288915,9.61414125338568,9.02398419759407,9.28645592826623,8.67418707162609
"2829562",7.50658631189399,6.70944736548526,8.15859328557275,7.94119975184573,8.13738554018154,8.29148781958055,8.53234645145607,6.91819430137313
"2829589",5.74051713245501,6.22167640588898,7.3884268836164,6.57061607775398,6.74047330016683,6.34806384166678,6.07244567452977,6.27933972158367
"2829624",4.49745443554088,5.15571469863356,4.95364213776997,5.06393435013865,4.82211560677964,4.6517502513664,4.45542895936363,4.7771673092897
"2829864",5.79603525524213,6.12639781169511,6.03311529455919,6.00506199033612,5.86413948530666,6.02323138857844,6.03646827843866,5.92078196928825
"2829905",4.4392040541726,3.63421778294299,4.02906750001736,4.2954963649404,3.67805193631474,6.89858270168303,3.901017094298,3.66784071186551
"2829947",4.97005860756005,4.9617897388962,5.57803067599228,4.79669767768255,9.46497484710828,10.7812865495161,7.21035533884464,4.92345229813852
"2830010",8.46059401472048,8.10489798919174,7.64090633079944,8.02710235614934,7.6842816284081,7.50218008720406,7.5283651318428,7.39878458850842
"2830450",3.78578151560412,4.26000982848247,4.57549655666721,5.12686983375117,3.88816041067137,4.09326335444643,3.89782344231993,4.13816021534796
"2830465",3.12221395232187,3.42010645550713,3.70684887427899,4.63766382533784,3.37986725004684,3.35587416259148,3.16590366267485,3.52615116931884
"2830504",2.65367864461796,2.87104807124571,3.3792277734879,3.20606753040387,2.93389787673146,2.93987940285045,2.91270362079252,2.97765351400486
"2830598",4.35966060119591,4.5371034267266,4.90033657954472,4.77382560109726,4.61461509353031,4.50594286297247,4.93392062284622,4.87474242187762
"2830638",10.0948324037992,10.0394161206007,9.00782548053081,8.8291557485345,9.29754380172299,8.93802170981543,9.17411791955386,9.19488012586124
"2830698",7.62498781914083,7.39650048452066,7.09763181132244,7.1107608060316,7.52517546453101,7.78851699956032,7.76213778115042,7.95465595164564
"2830742",9.02826047729435,8.74191573858795,9.15036493940199,8.97170699590649,9.24362452608564,9.02880614741337,8.69131869287515,9.40306147366191
"2830818",7.68195790461098,6.53542391935031,6.87893602133695,7.01541082724408,5.91241934116003,6.90778021250176,6.62928630137061,6.30058845790574
"2830861",11.1648493411967,11.0960891607794,8.93970550928601,7.35569348364396,5.90883142511703,7.98231606661391,6.45098385329378,8.3414254711257
"2830946",9.60125624043706,9.94752002009634,8.72313247343861,7.79995391557369,9.622814685149,9.26924291376731,10.5773808754953,9.34743896240384
"2831124",9.99090116851631,9.92336686502845,10.9742104529989,10.9693517426767,10.2179049488937,10.2484338321101,10.0457581366017,10.4522308669499
"2831209",10.7278907634452,10.8843393289872,11.3056943878167,11.0221578411208,10.5674305440585,9.80094567079001,9.53583197764874,10.4618370168089
"2831284",8.93953204899093,8.92780172478828,10.1254664909817,9.66103590887378,9.26411325869432,9.34545859648389,9.46149240425569,9.33806087390749
"2831350",8.32717410082883,8.89912632481203,7.50087236897681,6.80514765661854,8.24604021835719,9.29261537822301,6.50559109624087,9.77978623368004
"2831436",4.75879344769842,5.25069800524119,5.48754947615034,5.63526004545234,5.02724796423559,5.06544278341651,5.18744317889771,5.23883049555542
"2831519",7.39556220513366,7.52427336082518,7.62686488979673,7.88438361540865,9.10236032506618,8.18216790287191,7.8221730524559,9.27732829864678
"2831567",10.3156022740193,10.0016078553493,7.71455436926685,8.59696918518975,8.74377243801385,8.92589514766824,8.57330270768284,8.81107073391893
"2831591",4.67703804043951,4.85200784641078,5.29113685873327,6.36036552665713,5.39545766372246,4.99190424030885,4.62782079778216,4.94388001973597
"2831619",6.88174099616535,7.3600862709612,6.05265567593855,6.22789816427307,8.25039790672833,7.86656729927217,7.68502640850031,8.51150066978013
"2831664",5.21506419405775,5.5894749693354,5.90802408255632,6.02978820202946,5.22134619183222,5.36374704347177,5.62851295066477,5.4085733936743
"2831719",8.4058426080913,8.23196063876489,8.36617870300707,8.6001760941359,8.45292782053546,8.44696789708903,7.73252233742948,8.61740995390924
"2831875",10.3593251558885,9.31908021234035,6.76520316740905,7.00866673208548,10.2698600234302,6.19459371605888,9.64197494047103,10.2116399277437
"2831897",7.95501229666595,8.36884080499723,7.08621088770125,7.00260067143867,7.71268477830063,7.59574262921566,7.0918475010372,7.41014269415422
"2831932",8.74205838097551,8.50766259207124,9.7867243159173,10.3130074263656,8.66247155532466,7.83215338131342,8.66974817039705,8.83062023512416
"2831935",9.21242672508021,9.61294491363763,9.41843469137505,9.95723855805017,8.03540866871382,8.01547497183172,8.48541332355431,8.53711415057168
"2831937",10.2632257629509,10.3278443172183,10.0499774112573,10.469268623852,9.5632682235429,8.95710113790487,9.65312170839684,10.1284928884538
"2831938",9.38824607785123,9.74262284078303,10.3900083266765,11.1853502655659,9.23844557440324,8.74053924415649,9.41869684580667,9.70120446427303
"2831940",9.18004102363925,9.21116737703201,10.8363267630061,11.5120566506292,9.58274395826885,8.81822392755494,9.85065567682985,9.92150279856432
"2831941",7.88142026556807,7.87789464467761,9.85686507020218,10.6455997685692,7.39965782743864,6.52043051458188,7.69166455042279,7.64591779489915
"2831942",8.31228256198406,8.31861408785847,10.5748553736229,11.1754601697182,8.47273231226087,7.9434451888857,8.75601348481649,8.91220246146212
"2831946",8.63389886100621,8.9943921983962,11.5274122999986,11.917594154973,9.23693562361449,8.77580846406939,9.54248908026123,9.69902524713129
"2831947",3.79120502794956,3.8677547374264,4.59192477522016,6.12717285998045,4.18518990676369,3.29890199527769,3.358812116117,3.48403023063408
"2831949",11.1899607532362,11.1174932109407,11.1523330024415,11.7955918544383,11.0822495377275,10.3339017939501,10.9847339379629,11.34341263465
"2831951",9.7769975316532,9.62999512848426,10.8812363759167,11.254398689124,10.4684581734318,9.85233257134014,10.5005278824497,10.6701321786553
"2831953",11.3853531964169,11.0036546472457,10.8556828908473,11.2279858591419,10.7408549315747,10.5778176042955,10.3643033535895,10.9307873392287
"2831955",8.20005460660128,7.98649497749624,9.75709903427832,10.3065049844761,8.5947075061292,7.80530776125369,8.62669646298304,8.9190823905014
"2831956",7.22634816930688,6.86540428631701,9.7883722739662,10.1255625171763,8.29054569605223,7.75045018156134,8.34111906840343,8.31306784065946
"2831957",7.15838451405528,6.04481957116099,10.2390101726511,10.7006472688901,8.75062607394558,7.48659018526611,8.67520141337795,8.99834064841498
"2831958",3.5534314964583,3.4520140691745,3.44217182283313,4.19931867420534,5.83726026381779,3.70562158440475,3.96075785027622,3.85512205344035
"2831960",7.39306213082412,7.44397593973454,10.4366612779599,10.6663489023599,8.98934728831037,8.30054559642354,9.13980577954531,9.23823290170976
"2831962",8.3954531713452,8.3895052962538,11.3397803066803,11.7262785062885,10.3587072421223,9.54143231228279,10.3744368089956,10.655425844417
"2831964",7.35197551661041,7.23977536868366,10.7293941513346,10.8223726229595,8.87908310348447,7.57089425258009,8.97373581204819,9.32574957436899
"2831965",6.96410620642201,6.62686268920347,12.0806199629194,12.1158659266866,8.5611102772639,7.66947477413415,8.71033030934246,8.75980757019102
"2831966",6.66950589803671,6.67466480714084,10.9923987642079,11.5111013580059,7.8065838643118,7.00433512563974,8.30702268364955,7.72735494838747
"2831968",5.40249092253015,3.61206473967151,9.91264671161687,10.2273481879522,5.58321204596789,4.63243835693767,6.17904608595806,6.35880856608053
"2831971",6.13099474473516,7.01813115239537,8.10088550894485,9.07571881330971,6.36631299318417,6.60523505309019,5.93347428977088,6.72854363950218
"2831973",4.26145628744376,4.94555677007176,5.86080719856635,7.67861706440304,4.25353086321643,4.87880511072208,3.94667393728925,4.76746084473602
"2831975",3.86862290127098,3.90531337001477,4.53578910605809,4.71663490133246,4.84483103866609,4.70951856182808,4.84710634532904,4.95916893120009
"2831977",1.98765110920413,2.19713323034745,2.19516077061021,2.20198344981889,2.41147660298218,2.42218800459487,2.69053315935324,2.52639176830975
"2831979",12.823585782636,12.6125292268384,12.3924952413621,12.4817717279476,12.701434924414,12.4343840307299,12.37291345301,12.8404252968611
"2831981",9.32283521786251,8.92260772460409,8.98983498627066,9.18885648964227,8.91336237886192,8.57581369088189,7.9270423389117,9.34748270817025
"2831983",6.72119129976018,6.75592615576007,6.3468204417928,6.58975555419141,6.57474739167834,6.31381585111688,6.81756816076147,7.1696229051272
"2831985",5.80401690725189,6.33854531496336,5.66920530785402,6.80784112664295,5.52042523122185,4.86856565369733,5.07428533540375,5.94042185022035
"2831987",8.92793233821676,8.79561225741175,8.11642379639269,8.25342425393641,8.70727200247998,8.56947237967262,8.82585231391406,9.04469422142723
"2831989",2.7883014581143,2.61152752274641,2.86139964907902,2.87293850265488,3.26068171824522,2.84222285390242,2.15766751961268,2.69803833339753
"2831991",2.44807511737377,2.37387042374616,2.63099370469408,2.99709026884427,2.85178271522482,2.55434019671011,2.79133494465402,2.97712138319203
"2831993",10.4669939076359,9.66228628553261,9.32569525253791,9.65236009017124,9.54046201170635,8.93487355181748,9.05826528944446,9.77861688432937
"2831995",2.96117448387218,3.24560532992373,5.09978918386271,3.75160428207863,3.26568980500184,3.17580570949458,3.0087963911335,3.45888537125417
"2831997",2.36154982085506,2.41762726839827,3.32175209115128,2.94735476216268,3.84041154094631,2.81524906653187,2.84267616637519,2.55935620481671
"2831999",2.39702209361799,2.77755425662588,3.2165333819922,4.05021322351418,3.30963174230263,2.52935414819566,2.55602844197303,3.42936843794248
"2832001",3.38877991500856,3.63857547674839,3.85972907445275,3.92916405743833,3.74825442989191,3.18354014455514,3.87412827020691,4.56977073239314
"2832003",2.40587989931096,2.11048520355279,2.00262408206889,2.25890324317953,2.95724624904191,2.21316608145338,2.20186507125591,2.55957636902728
"2832005",4.29180730302838,4.9783581335099,4.8490012249627,5.233816639301,4.96537211803696,4.55655528730881,4.00434553951463,5.12014367205489
"2832007",3.41431969859398,3.66588534787815,4.85196351862454,5.26335850577187,4.22749884995831,4.31322571424792,4.01630515111649,4.55061768019193
"2832009",4.45124746013582,4.55466687016333,3.22574281979396,4.50081477246207,4.37264945598457,4.5185099171473,3.45657942190863,4.34302518352472
"2832011",11.5774669107021,11.1138171537299,10.9434165070438,10.9171585059016,11.1850480101616,10.8312380289378,10.768049184951,11.2580636966689
"2832013",7.82732359422115,7.48557275033841,7.77043265258334,7.911667275264,8.03017124826484,7.52044995750494,7.24394381842182,8.26040354318243
"2832015",9.35493848207607,9.01098367894514,9.21320640350225,9.43064964887185,8.81604088497949,8.6880631774699,8.28636125049839,8.99577279921592
"2832017",4.64854314720201,5.54589093094673,5.37229837136693,5.02840505516063,5.57329906441252,5.7306681109747,5.63733593844618,5.86398502274215
"2832019",7.17978313627683,7.13465414059943,8.03016560785127,8.19975455682224,6.87374048957713,6.40675061518871,6.54144540303217,7.16809148097966
"2832021",2.44489738174406,2.57955177990331,2.80304529771886,3.24423144838943,2.60234420000134,2.42219317402451,2.42477108174761,2.41672118280338
"2832023",2.88519347808907,3.12963500521791,3.15144630512919,4.65589311652132,3.44597257386484,2.84475823452447,2.34655556935605,3.25479994327471
"2832025",3.24825027128474,3.35789004855021,2.86256290929171,3.87813264674825,2.86332201942268,3.06243416533872,2.7047966811785,2.97717427585486
"2832027",3.92972572343476,3.67780867045021,3.86412667977971,3.68368448814946,3.85076232524399,3.69843040268116,3.51022904562155,3.730715003414
"2832029",3.46344203228916,3.48488462046953,3.25884378836931,3.63525592878773,4.21537429864166,3.99624877898706,2.89670902680086,4.34400697965369
"2832031",2.53379513069489,2.86550501943571,3.1520835834377,2.722965502777,2.91765994240272,2.55180664968068,2.82401091035795,3.02957320680461
"2832033",7.44714356084979,7.1363431510342,8.38157598414096,8.15097365048654,5.93825034249735,7.11406389848225,6.56016013571861,8.67223920052363
"2832035",2.8694743741762,2.92474832581132,2.78704025391909,2.95714972970339,2.7471178199096,3.07448256467155,2.92218952607996,3.38777929382608
"2832037",4.80632139685101,5.22423973242645,4.57980725634164,5.77738950566854,4.78273488177629,4.13394725085147,4.56468077365842,5.24899932276879
"2832039",2.90474691356626,2.64252555388487,2.65010657336071,2.99768590775432,2.64669345480778,2.67601336527919,2.59683868198259,3.14032714552664
"2832041",11.6549388798215,11.1232001233427,10.9886985169374,11.0984583583224,11.3726559970597,10.7839844086137,10.6704827308642,11.3992999124653
"2832043",4.6853224239002,4.63448850293429,5.52085731848988,5.62440967920553,4.33599774883399,4.42575020251441,4.14670958626172,4.75229762245988
"2832045",5.60951568802076,5.56404138216588,6.37945789923943,6.52264756489277,6.13544988107442,5.69556962366495,5.46494428469026,6.44392362004672
"2832047",6.06668392025782,5.88856944274323,6.69044322604171,6.95696618255676,5.64602908072066,6.00142431368093,6.04857997674256,6.18922689282095
"2832052",6.89167289257438,7.22860890229806,7.05281273233019,6.94264280636833,7.39511312329283,6.96469988283737,7.13005244669487,7.47500219578333
"2832081",8.21681975630028,8.19588614487703,9.39447240956738,9.48822219699478,7.88937174235315,7.77415629374117,7.86959319570431,7.72296211612979
"2832115",5.00937692080091,5.49448250576861,5.8841825412805,5.62226125351224,5.17143361223294,5.33557399240075,5.43846261156509,5.51115218472196
"2832291",3.13168997426483,3.43601551546139,3.11041423022716,3.67218340819484,3.55141476019283,3.66561686400883,3.63796031603399,3.66531172012635
"2832297",7.7972515525964,4.00218704109147,8.11769646424536,5.21366652107,5.21238987456853,7.72271461055424,4.7532147262722,4.49349782987551
"2832310",3.69947691793723,3.36211551555995,5.16141251565618,3.54173328687945,3.57424124928008,4.02194125894546,3.34326727413721,3.68783976191603
"2832315",3.1813242667432,2.88435495155574,3.75034658946884,3.10580289754958,3.04933868387252,3.19729388401476,3.00999830993441,3.47967130255872
