"","HEK293","HCT","H9","HEK293T","HELA","HEPG2","HUVEC","K562"
"2318257",6.75129603210442,7.62445490114481,7.05420099481861,7.00189175550733,6.91947772279301,7.23863890266985,7.43865279238948,7.46765605679428
"2318338",4.63653206249592,5.12511952369706,5.48297778933714,5.26666603309638,4.75504337439071,5.09920091540192,4.97228799232666,4.95384506751152
"2318364",5.67078566317551,5.94998140059515,5.86206772404144,5.86671009862579,6.06133949282259,5.76527163944861,5.72841809952866,6.83403583592991
"2318398",6.85676260067133,7.11705554982773,7.04484644558197,6.75022745202787,7.38725148009402,7.77023553568044,7.39880787189754,8.26282479268326
"2318416",4.54333689255441,4.32804151042827,5.53022284197701,5.82320641877386,5.07866382168646,5.19781083785167,4.89369335674333,5.4370728359558
"2318455",7.53356311725642,7.09440861728473,6.17198240364337,6.8646546029697,4.75532107728863,5.92032362458135,5.59293630197973,4.94613921708559
"2318637",9.76943391393456,9.44568789301708,9.09255040440593,9.75665510637366,8.65384301189598,8.95537305763321,9.37069960587047,8.4099306570297
"2318656",5.88747581461912,6.42139636615135,6.25729627328779,5.6902452611744,5.4483110072661,6.25189028845094,5.59381775502423,6.92859325937723
"2318736",9.45228718133426,9.6754483139973,11.393175964412,11.4121359706118,9.64565474647179,9.19020661173354,9.78081803895213,10.4630424075177
"2318743",9.90340573408053,10.2717271674803,10.2891998361829,10.9610295484499,10.0362459748484,9.64900950739616,10.5282484083529,10.8808341168081
"2318744",12.0195436901169,12.2675964846058,12.2292154714355,12.4278111989062,11.7852875584604,11.6188930773819,12.0493160530057,12.37898617424
"2318746",11.9397341208225,12.1043192660308,12.3113814914241,12.3432150845185,11.1376669264954,11.1475188472824,11.6936237611853,12.2477643355582
"2318747",10.6958792509928,11.070450385165,12.7815857668608,12.7399203862998,10.8951029073886,10.5754779019776,11.1837107821893,11.6887414718467
"2318751",8.50767000038856,8.71748556539459,10.3809294262914,10.5859554910976,9.06748119969714,8.26637733590358,9.11139492309297,9.96012888505258
"2318754",8.38238555209208,8.76274740749849,12.1543635963503,11.8428559278757,9.55338547562088,9.20683282973046,9.61541789260154,10.3398032687297
"2318755",6.78789474835016,6.84255099352366,11.3695209746789,11.2561462316734,6.55575707872942,5.63237166540518,5.93122204060381,7.17067613716988
"2318759",3.56766830396466,3.80409066264928,4.07202414952475,3.9567954201269,3.9194970824485,4.21952634334085,2.97195226818334,5.08281848742397
"2318761",4.1431226643146,4.18875263858335,2.80160529889333,2.97352423163306,4.30522235180455,3.27682061998998,3.10953438933837,5.12800713446346
"2318763",4.7917486484481,5.15505408726168,5.96534337118343,6.14208120253196,4.93564210961953,4.49854620853236,4.33847163684066,5.46606034758321
"2318765",11.0179467153447,10.8218248942455,10.2861958985998,10.4014651745987,10.8964357603911,10.4187765723383,10.5663389552274,11.0024953872627
"2318767",3.14451120683455,3.6021414088567,3.10065168269389,3.44973481528516,4.20824998207668,3.80960914732171,2.88769016081502,4.20457671532964
"2318769",3.34365570500805,3.58728682753705,3.75172630143205,3.71977809454801,4.58930560916919,3.99596113875965,3.30192343242102,5.01677612261946
"2318771",2.88923487516843,3.53034419699188,3.40626525708194,3.16796102234765,3.43677819667731,3.03552177634689,2.39437539411819,3.13443743340128
"2318773",2.06384597879734,2.74506313039685,2.66916626182008,2.77751969717258,2.95420593815939,2.71651964908983,2.96541440879674,3.06618667338594
"2318775",6.29295340707469,6.4678888678659,7.98294687113492,7.88338241043486,6.79785267125889,6.22714975057467,6.21845378284057,7.27747114919948
"2318777",2.61017544450047,2.76726387099913,3.20584379723879,3.15759568039876,3.19344931380603,3.38260400946057,3.08521759254285,3.5249081380865
"2318779",5.3921779371635,5.55932387245092,6.99583194926757,6.67086530857436,5.98075690367492,5.72718593832702,5.50103271409463,6.1383661774542
"2318781",5.26008271546397,5.61703698069818,7.06363219068606,7.21649886253155,5.67871521175468,4.55306401557647,4.87638607978063,6.1864773325555
"2318783",4.16713111449076,5.17014035202614,5.54381982722221,6.97092551696166,6.02149189998482,5.11115542219693,4.37256751907162,6.0636222658382
"2318785",3.19574252282455,3.55071584625444,3.06518339214921,3.57532883304358,4.45965884233746,4.39353230020536,3.10522379197159,3.78523545308438
"2318787",4.27181298188917,4.98325721237245,6.02282290237612,5.3586610081075,4.89182189502597,4.19089819461727,4.84275581589196,5.96853503849603
"2318789",2.38399892736672,3.48623630261193,2.62899977298795,3.7010285565,4.0720671537587,2.90993830611328,2.72034486287567,2.94609608041264
"2318791",5.09368555012519,5.10914267395765,4.12903825354554,4.51251475709108,5.02042197737801,4.41433670178376,3.4955349312257,5.27197485439822
"2318793",3.14039546655584,3.13011945343964,3.72730532508895,5.65512775203008,5.94994687523999,4.13013954351259,3.14942708704597,5.82826587210037
"2318795",4.73370760298862,4.45636775296968,4.27589499197176,4.468731090783,4.73658053909846,4.11128188379682,4.52777130259781,5.08414499133204
"2318797",7.77940270156981,7.6513516921571,9.22527253284531,9.66138344769202,7.66487431023249,7.25635644018063,7.52367963816126,7.67339234196305
"2318799",9.42336793406145,9.01528887604031,9.51456589828787,9.86177129055686,9.22387403877094,8.99438339450331,8.6744432712709,9.32721346080056
"2318801",2.59074044323766,3.42457146192009,3.32144958771334,3.88393711575558,5.1923664165453,4.31988020305656,3.73580478215814,5.47365395536492
"2318803",13.3630803890721,13.1069748321814,12.6583979177351,12.8119908230452,13.0655846679152,12.7753916443338,12.7685542025303,13.1586614434408
"2318805",3.81045560667259,5.1677507780902,5.8979726253365,6.1798754297532,4.87587868603587,4.66910089277846,4.00245921829295,5.3361538704695
"2318807",3.13186026049372,3.24292161209451,2.88276554576133,4.37835627916804,4.13326130593378,3.80659987888539,3.59244386875586,4.82878981737198
"2318809",3.32954101772449,3.49501558117462,3.72936808288499,4.09845928469834,4.17799995992238,3.68992022652841,3.29585597193206,4.96831401610836
"2318811",3.78940913218679,4.07988841269469,4.16793629729691,4.10446328665717,3.98831627111049,3.79856392537621,4.10698541627264,5.08023417997166
